Session,Window,T0_sec,T1_sec,Tmid_sec,Channel,Exponent,Offset
PLANT_KINGDOM_OUTDOOR,6,30.0,50.0,40.0,Fp2,0.8936875030753773,1.8721162734341423
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,Cz,0.9321208289051488,1.9264628365207308
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,Fz,0.925448685784627,1.8028906845866846
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,Fp1,0.7804489028761588,1.7126108601663381
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,F7,0.757669150987921,1.52109237366992
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,F3,0.7699196227129274,1.5698678860810726
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,FC1,0.6988748302302967,1.2555638249422074
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,C3,0.6678009291765719,1.3648948016078037
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,FC5,0.6602575821418196,1.3943083727360208
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,FT9,0.7477506686182579,1.335743529502372
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,T7,0.20264025652855175,0.8595693009468371
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,CP5,0.5425991468735788,1.2228776110538713
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,CP1,0.7398976460296388,1.4711841677044615
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,P3,0.6672601968780578,1.523829428762124
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,P7,0.33441407984301613,0.9651019124970622
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,PO9,0.22957578963192807,0.9207043425149009
PLANT_KINGDOM_OUTDOOR,7,35.0,55.0,45.0,O1,0.48892136851356405,1.43547611383315
